2p_2c_Truepf	4p_4c_Truepf	4p_4c_Falsepf	1p_1c_Falsepf	4p_1c_Truepf	1p_4c_Truepf	1p_1c_Truepf	2p_1c_Truepf	1p_2c_Truepf
30.298570781146708	30.459433304877077	30.374001494395593	30.21621503607453	30.436274329563453	30.268792187464935	30.251042419313684	30.30806576963562	30.225126443314252
30.30206608302453	30.462288117793733	30.37480013625163	30.219860952383307	30.437193927644714	30.272063275619363	30.25460390693872	30.30909838796038	30.225145216186416
30.302778033110314	30.464372341051188	30.375812992725546	30.22115888248133	30.438430145163277	30.27310829650109	30.254906846277734	30.31152694499788	30.22552481827231
30.3043101195763	30.46457088725951	30.37800411395437	30.223100946894867	30.44045153771115	30.273583693638177	30.255443389575372	30.31355608621522	30.230329392676897
30.306375206940665	30.46599181993111	30.37928351383654	30.22312866983841	30.443613371342334	30.274538018342625	30.25642253283366	30.313628240059998	30.2312582479698
30.30643927656991	30.46624221744299	30.380461568821843	30.223493986097942	30.449963998131633	30.27487760886509	30.257429543246374	30.315157304087375	30.231692723988562
30.306603774113444	30.46821113778393	30.380528693771147	30.22633927860556	30.450902004766938	30.277975454260375	30.258299929181334	30.31801187700291	30.232416313668033
30.30712093664899	30.469945444294545	30.38204934904771	30.228378142251305	30.451399162696042	30.279404261350145	30.259262817150756	30.32000732668123	30.232831259890595
30.307227834788492	30.470060180008115	30.38898244612257	30.231770273898338	30.451555053154408	30.279623009239092	30.260328846439723	30.323417432780612	30.233063354967623
30.31111860978422	30.47129083325829	30.38966638110046	30.234359177189223	30.454718227796278	30.279652060479286	30.261465282353853	30.323964201434187	30.23523220690293
30.31209533102077	30.473162886066557	30.390344830106194	30.23436115941687	30.45667889264033	30.280422224971268	30.263854215934387	30.32435485145054	30.23551248104624
30.318002817129532	30.473705375106512	30.39061659589359	30.23559926692924	30.456819027087747	30.282778708673618	30.26399566547373	30.324638575117103	30.235955700267283
30.322513563588476	30.473980896193837	30.39194425391602	30.23590699325514	30.457276759964998	30.282860920215434	30.264113072303928	30.327811747524226	30.236057024248545
30.326757692593795	30.474303898310044	30.39524424869081	30.236626696915515	30.45812863953641	30.283626647478762	30.264592283956667	30.32805665220887	30.236091916512287
